Posted On,BHK,Rent,Size,Floor,City,Furnishing Status,Tenant Preferred,Bathroom
2022-05-17,2,35000,650,5 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-13,2,40000,750,1 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-07-06,3,16000,100,2 out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-07-10,3,15000,800,1 out of 4,Chennai,Semi-Furnished,Bachelors,2
2022-05-14,1,3500,180,Ground out of 2,Delhi,Unfurnished,Bachelors/Family,1
2022-07-08,3,22000,1400,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-26,1,5000,600,2 out of 5,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-21,2,18000,1100,Ground out of 3,Chennai,Semi-Furnished,Bachelors,2
2022-04-23,2,20000,700,1 out of 2,Kolkata,Furnished,Bachelors/Family,1
2022-07-04,2,10000,103,Ground out of 1,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-20,3,15000,1402,2 out of 4,Chennai,Semi-Furnished,Bachelors/Family,3
2022-07-03,2,50000,750,5 out of 7,Mumbai,Unfurnished,Bachelors/Family,2
2022-07-09,2,65000,800,10 out of 14,Mumbai,Unfurnished,Family,2
2022-06-18,2,25000,900,3 out of 4,Delhi,Semi-Furnished,Bachelors,2
2022-05-14,1,6000,400,3 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-04-29,1,7000,400,4 out of 4,Delhi,Semi-Furnished,Bachelors,1
2022-06-15,1,35000,420,Ground out of 3,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-06-22,3,85000,1725,10 out of 14,Chennai,Furnished,Bachelors/Family,2
2022-07-02,2,13000,850,Lower Basement out of 2,Bangalore,Semi-Furnished,Family,2
2022-05-25,1,9400,600,4 out of 6,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-05-27,1,24000,370,5 out of 8,Mumbai,Semi-Furnished,Family,1
2022-06-04,3,27000,1200,2 out of 3,Bangalore,Unfurnished,Bachelors,2
2022-07-06,2,17000,1100,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-10,3,34999,1462,3 out of 4,Chennai,Semi-Furnished,Family,3
2022-05-05,3,22000,1200,2 out of 4,Bangalore,Furnished,Bachelors/Family,2
2022-05-06,3,14000,1540,2 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-09,2,12000,1000,1 out of 3,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-06-29,2,80000,730,4 out of 6,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-30,3,70000,3354,Ground out of 16,Bangalore,Furnished,Bachelors/Family,3
2022-05-18,1,5500,630,Ground out of 2,Delhi,Furnished,Bachelors/Family,1
2022-04-29,1,27000,550,4 out of 15,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-14,2,23000,850,1 out of 2,Chennai,Furnished,Bachelors/Family,2
2022-06-02,2,7500,1000,2 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-27,1,11000,800,Ground out of 3,Bangalore,Semi-Furnished,Family,1
2022-06-13,3,17000,1785,9 out of 12,Chennai,Semi-Furnished,Family,3
2022-04-29,2,50000,1200,2 out of 4,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-06,2,11000,700,1 out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-05-23,1,21000,450,4 out of 7,Mumbai,Unfurnished,Bachelors/Family,1
2022-07-06,3,34000,1500,2 out of 14,Hyderabad,Semi-Furnished,Family,3
2022-05-22,4,180000,1755,6 out of 18,Mumbai,Semi-Furnished,Family,4
2022-07-09,3,70000,1100,18 out of 22,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-06,2,13500,1210,14 out of 29,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-09,2,11000,2000,Ground out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-23,2,20000,800,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-14,2,18000,1000,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-08,2,20000,700,Ground out of 1,Kolkata,Semi-Furnished,Bachelors,2
2022-05-12,3,35000,3050,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-06-02,3,20000,1500,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,3
2022-07-08,2,15000,700,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-03,3,17000,800,2 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-07-09,3,160000,1300,37 out of 51,Mumbai,Semi-Furnished,Bachelors/Family,4
2022-06-18,2,8000,700,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-07-07,2,9000,1200,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-29,3,45000,1650,1 out of 5,Chennai,Unfurnished,Bachelors/Family,3
2022-07-02,1,6800,600,1 out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-05-21,1,39000,500,2 out of 7,Mumbai,Furnished,Family,1
2022-06-08,1,14900,450,Ground out of 5,Delhi,Furnished,Bachelors/Family,1
2022-07-04,1,6000,200,Ground out of 5,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-26,2,20000,600,7 out of 7,Mumbai,Furnished,Family,2
2022-05-14,2,15000,1050,1 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-19,3,15000,800,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-07-09,3,80000,1100,48 out of 54,Mumbai,Unfurnished,Family,3
2022-06-20,1,11000,550,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-06,2,25000,1200,3 out of 4,Chennai,Unfurnished,Bachelors/Family,2
2022-06-29,2,9500,550,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-29,3,32000,1600,3 out of 6,Hyderabad,Furnished,Bachelors/Family,3
2022-06-20,3,150000,1600,6 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-04-30,1,7000,400,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-05-29,3,20000,1800,7 out of 10,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-06-02,2,16000,930,1 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-07-06,3,37000,1700,Ground out of 15,Hyderabad,Furnished,Bachelors/Family,3
2022-05-27,1,16000,400,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-13,3,77000,1100,16 out of 21,Mumbai,Unfurnished,Bachelors/Family,4
2022-05-19,2,22000,1250,1 out of 1,Bangalore,Unfurnished,Bachelors,2
2022-07-08,2,90000,854,15 out of 20,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-27,1,10000,435,2 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-25,2,17000,900,1 out of 2,Bangalore,Semi-Furnished,Family,2
2022-05-27,3,12000,1383,2 out of 4,Chennai,Semi-Furnished,Bachelors,3
2022-06-17,2,32000,680,5 out of 20,Mumbai,Unfurnished,Family,2
2022-07-04,2,16500,90,4 out of 5,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-14,3,60000,1600,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,3
2022-06-20,2,42000,620,6 out of 11,Mumbai,Semi-Furnished,Family,2
2022-06-08,1,4700,250,2 out of 2,Kolkata,Furnished,Bachelors/Family,1
2022-05-27,1,32000,475,3 out of 4,Mumbai,Furnished,Bachelors/Family,1
2022-05-18,1,15000,500,1 out of 2,Chennai,Semi-Furnished,Family,1
2022-07-06,3,15000,2000,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-31,1,8500,500,6 out of 7,Mumbai,Unfurnished,Bachelors,1
2022-06-25,1,9000,450,1 out of 4,Hyderabad,Unfurnished,Bachelors/Family,1
2022-05-18,2,52000,550,3 out of 3,Mumbai,Furnished,Bachelors,2
2022-05-20,3,20000,1200,Ground out of 1,Kolkata,Semi-Furnished,Bachelors,2
2022-05-25,1,6900,50,Ground out of 4,Bangalore,Semi-Furnished,Bachelors,1
2022-07-07,2,80000,2200,1 out of 4,Delhi,Unfurnished,Bachelors,3
2022-07-02,3,18000,1000,7 out of 18,Chennai,Unfurnished,Bachelors/Family,2
2022-05-02,1,14500,490,12 out of 20,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-14,3,18000,1400,1 out of 5,Hyderabad,Furnished,Bachelors/Family,3
2022-06-22,2,2000,60,1 out of 1,Delhi,Unfurnished,Bachelors/Family,1
2022-06-29,2,21000,110,2 out of 3,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-06,3,18000,1500,Ground out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-16,3,150000,1092,60 out of 77,Mumbai,Semi-Furnished,Family,3
2022-06-19,3,20000,1000,1 out of 2,Kolkata,Unfurnished,Bachelors,2
2022-07-06,1,15000,450,1 out of 3,Hyderabad,Unfurnished,Family,1
2022-05-05,3,37000,125,3 out of 4,Delhi,Semi-Furnished,Bachelors,2
2022-06-02,3,100000,1256,10 out of 22,Mumbai,Furnished,Family,3
2022-07-07,1,15000,455,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-14,3,80000,2000,2 out of 4,Delhi,Furnished,Bachelors,3
2022-07-04,4,30000,4000,Ground out of 3,Kolkata,Furnished,Bachelors/Family,3
2022-06-26,2,18000,900,Ground out of 1,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-05-19,3,400000,1800,7 out of 14,Mumbai,Semi-Furnished,Bachelors,4
2022-05-19,2,15000,600,18 out of 28,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-12,2,12000,1000,2 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-04-29,1,15000,375,13 out of 16,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-29,2,8500,900,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-05-18,4,30000,1950,2 out of 4,Delhi,Semi-Furnished,Bachelors/Family,4
2022-06-16,4,140000,2800,Ground out of 4,Delhi,Semi-Furnished,Bachelors/Family,4
2022-06-28,2,15000,1050,1 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-07-05,1,35000,350,2 out of 3,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-11,2,12000,900,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-07,2,7000,450,Ground out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-08,3,14000,950,3 out of 7,Chennai,Semi-Furnished,Bachelors/Family,2
2022-07-07,1,23000,410,4 out of 7,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-14,1,9000,650,1 out of 3,Hyderabad,Furnished,Bachelors/Family,1
2022-07-09,2,48000,742,17 out of 36,Mumbai,Unfurnished,Family,2
2022-05-20,1,12000,300,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-07-03,2,15000,100,2 out of 2,Chennai,Semi-Furnished,Family,2
2022-05-12,2,8000,800,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-18,1,10000,550,2 out of 3,Chennai,Unfurnished,Bachelors,1
2022-06-20,3,80000,1100,8 out of 28,Mumbai,Semi-Furnished,Family,3
2022-05-04,2,5000,550,3 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-06-06,3,16000,1200,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-27,1,25000,475,11 out of 15,Mumbai,Unfurnished,Bachelors,2
2022-06-23,2,13000,920,Ground out of 1,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-18,3,35000,1600,20 out of 25,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-12,3,32000,1300,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-04,2,32900,1200,3 out of 6,Bangalore,Furnished,Bachelors/Family,1
2022-07-07,1,4500,300,3 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-16,3,180000,2500,4 out of 8,Bangalore,Unfurnished,Bachelors,3
2022-05-23,1,15000,400,1 out of 5,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-06,3,25000,1600,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-23,2,9500,700,2 out of 6,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-04-29,1,18500,229,5 out of 9,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-07-04,2,32000,1000,1 out of 5,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-20,2,55000,800,1 out of 8,Mumbai,Furnished,Bachelors/Family,2
2022-06-14,3,40000,1700,3 out of 5,Chennai,Furnished,Bachelors/Family,3
2022-06-17,2,9000,1000,1 out of 2,Hyderabad,Unfurnished,Bachelors,2
2022-05-11,2,16000,1200,Ground out of 1,Bangalore,Unfurnished,Bachelors,2
2022-07-07,2,7500,700,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-20,2,8000,850,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-10,3,55000,932,3 out of 8,Mumbai,Unfurnished,Bachelors/Family,3
2022-05-27,3,90000,1350,5 out of 12,Mumbai,Unfurnished,Family,3
2022-05-10,1,5000,600,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-18,2,11500,700,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-14,2,16000,805,5 out of 6,Bangalore,Furnished,Bachelors/Family,2
2022-04-29,1,4500,400,1 out of 2,Delhi,Unfurnished,Bachelors/Family,1
2022-06-16,2,6500,800,1 out of 1,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-28,2,50000,900,7 out of 15,Mumbai,Semi-Furnished,Bachelors,2
2022-06-20,2,18000,1188,Ground out of 4,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-23,2,20000,1600,Ground out of 3,Kolkata,Unfurnished,Bachelors,2
2022-05-22,3,15000,1200,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,3
2022-06-18,2,55000,750,6 out of 15,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-04,2,20000,700,8 out of 22,Mumbai,Unfurnished,Family,2
2022-05-27,3,21000,1600,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-28,3,14000,1350,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-04,2,14000,1065,1 out of 2,Chennai,Semi-Furnished,Family,2
2022-06-04,2,8500,650,8 out of 8,Bangalore,Furnished,Family,2
2022-06-25,2,6000,1000,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-01,1,7500,500,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-07-06,2,35000,650,5 out of 8,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-14,2,12000,740,2 out of 3,Chennai,Unfurnished,Bachelors/Family,2
2022-05-30,2,14000,900,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-14,1,6000,350,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-06-14,1,3700,150,1 out of 5,Kolkata,Unfurnished,Bachelors,1
2022-07-10,1,14500,500,2 out of 5,Hyderabad,Semi-Furnished,Bachelors,1
2022-06-30,1,6000,500,2 out of 2,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-03,4,40000,1500,Ground out of 2,Kolkata,Unfurnished,Bachelors,2
2022-06-27,2,11000,100,2 out of 3,Hyderabad,Furnished,Family,2
2022-06-20,1,4500,450,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-01,3,12500,1250,2 out of 5,Hyderabad,Semi-Furnished,Bachelors,2
2022-06-21,1,10000,200,1 out of 2,Delhi,Unfurnished,Bachelors/Family,1
2022-06-20,1,7000,600,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-14,3,15000,1300,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-05-21,1,9000,100,1 out of 1,Delhi,Furnished,Bachelors/Family,1
2022-06-24,2,14000,800,1 out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-25,2,11000,950,2 out of 3,Hyderabad,Unfurnished,Bachelors,2
2022-04-29,1,10000,225,7 out of 8,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-08,3,100000,1975,12 out of 18,Chennai,Semi-Furnished,Family,3
2022-06-10,2,9500,1140,3 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-23,2,7000,50,2 out of 5,Delhi,Furnished,Bachelors/Family,1
2022-04-29,1,7700,600,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-25,2,8500,600,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-05-14,3,17681,1110,3 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-20,1,60000,650,4 out of 7,Mumbai,Unfurnished,Bachelors,1
2022-05-06,1,18000,500,1 out of 4,Chennai,Unfurnished,Bachelors/Family,1
2022-06-10,1,32000,565,1 out of 8,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-14,1,85000,650,3 out of 8,Mumbai,Furnished,Bachelors/Family,2
2022-05-11,2,8000,1000,Ground out of 2,Kolkata,Furnished,Bachelors/Family,1
2022-07-02,2,7000,1100,3 out of 4,Chennai,Unfurnished,Bachelors/Family,2
2022-06-23,3,16000,1000,1 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-06-07,2,12000,900,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-23,3,30000,1645,6 out of 12,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-05-18,3,75000,1380,9 out of 22,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-28,2,11000,425,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-29,2,9000,1200,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-23,2,13000,1000,1 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-08,3,280000,1600,5 out of 12,Mumbai,Furnished,Bachelors/Family,3
2022-07-09,1,3500,300,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-05-14,3,170000,1337,28 out of 30,Mumbai,Furnished,Bachelors/Family,3
2022-05-23,3,25000,1500,1 out of 7,Bangalore,Semi-Furnished,Bachelors,3
2022-04-29,2,16000,1200,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-30,1,40000,450,3 out of 8,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-23,1,8000,200,2 out of 4,Delhi,Unfurnished,Bachelors,1
2022-05-25,3,26000,2100,1 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-19,2,12000,925,2 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-19,3,26000,1700,7 out of 14,Hyderabad,Semi-Furnished,Family,3
2022-05-16,2,13000,800,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-13,2,9000,700,3 out of 3,Kolkata,Unfurnished,Bachelors,1
2022-06-16,2,25000,980,17 out of 19,Bangalore,Furnished,Bachelors/Family,2
2022-05-12,2,16000,1650,Ground out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-06-12,2,19000,894,3 out of 4,Bangalore,Unfurnished,Bachelors,2
2022-05-13,2,14500,900,1 out of 4,Kolkata,Unfurnished,Bachelors,2
2022-06-16,1,11000,550,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-30,1,5000,450,2 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-06-24,3,180000,1200,10 out of 12,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-05-21,1,7000,550,Ground out of 2,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-06-28,2,130000,1000,10 out of 13,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-25,1,7000,500,1 out of 4,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-08,2,13000,1000,1 out of 4,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-19,1,5500,450,Ground out of 3,Kolkata,Unfurnished,Bachelors,1
2022-04-30,1,7000,300,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-07-06,3,170000,1300,5 out of 8,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-05-28,2,12500,500,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-14,2,16000,1100,2 out of 5,Hyderabad,Furnished,Family,2
2022-06-03,1,9000,450,Ground out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-09,2,60000,888,9 out of 20,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-14,2,12000,1800,2 out of 3,Chennai,Unfurnished,Bachelors/Family,2
2022-07-02,2,15000,800,2 out of 3,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-05,1,3000,500,Ground out of 1,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-06-23,1,6000,500,2 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-09,3,55000,900,Upper Basement out of 10,Mumbai,Semi-Furnished,Family,2
2022-05-27,2,22000,850,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-04-28,1,6000,600,3 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-09,2,47000,585,7 out of 8,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-09,3,130000,1224,14 out of 21,Mumbai,Unfurnished,Family,3
2022-07-02,3,30000,1800,5 out of 5,Hyderabad,Unfurnished,Family,3
2022-04-27,2,27000,900,Ground out of 4,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-05-12,2,14000,1300,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-12,1,7000,300,1 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-18,1,7000,550,Ground out of 3,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-13,2,42000,745,10 out of 11,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-09,1,5500,375,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-07,3,85000,1000,16 out of 25,Mumbai,Semi-Furnished,Bachelors/Family,4
2022-06-30,3,90000,1500,6 out of 10,Mumbai,Furnished,Bachelors/Family,3
2022-06-28,2,10000,721,3 out of 4,Kolkata,Furnished,Bachelors/Family,2
2022-06-19,2,12000,1000,4 out of 5,Hyderabad,Unfurnished,Bachelors/Family,3
2022-04-24,2,11000,1000,Ground out of 1,Kolkata,Furnished,Bachelors/Family,2
2022-06-02,2,14000,717,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-22,1,7500,500,1 out of 2,Hyderabad,Unfurnished,Bachelors/Family,1
2022-05-14,1,5000,500,1 out of 1,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-06-21,1,17000,450,1 out of 4,Delhi,Furnished,Bachelors/Family,1
2022-04-30,2,8000,650,2 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-06,2,25000,1040,2 out of 4,Hyderabad,Unfurnished,Bachelors,2
2022-06-07,1,11500,450,3 out of 4,Delhi,Semi-Furnished,Bachelors,1
2022-07-08,3,30000,1500,Ground out of 1,Chennai,Semi-Furnished,Family,2
2022-06-25,3,35000,1565,1 out of 6,Hyderabad,Furnished,Bachelors/Family,3
2022-05-25,2,13500,950,Ground out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-20,2,8000,809,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-06-20,2,10000,1200,Ground out of 1,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-06,3,35000,1800,1 out of 1,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-05-06,3,18000,1235,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-12,2,15000,850,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-06-20,1,25000,375,1 out of 22,Mumbai,Unfurnished,Bachelors/Family,1
2022-07-09,3,150000,1100,9 out of 16,Mumbai,Furnished,Family,3
2022-07-06,2,10000,900,1 out of 1,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-05,3,70000,1500,2 out of 3,Delhi,Furnished,Bachelors/Family,3
2022-06-23,2,20000,1200,Ground out of 1,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-07-07,2,20000,1100,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-18,4,210000,1783,5 out of 20,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-14,1,6500,500,2 out of 3,Hyderabad,Unfurnished,Bachelors,1
2022-05-31,3,8000,812,Ground out of 3,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-26,3,27000,2210,4 out of 5,Hyderabad,Semi-Furnished,Family,3
2022-05-12,3,22000,1840,3 out of 6,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-04,1,26000,390,Upper Basement out of 7,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-15,1,6000,300,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-12,1,6000,350,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-06-06,1,6000,600,8 out of 5,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-06,2,8000,700,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-23,1,5500,600,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-17,2,12000,1000,1 out of 1,Chennai,Unfurnished,Bachelors,2
2022-05-31,2,8500,550,2 out of 3,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-06-04,3,13000,70,Ground out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-27,1,9000,425,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-25,2,10000,800,1 out of 2,Chennai,Unfurnished,Family,2
2022-06-20,1,10000,500,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-05,2,22000,900,4 out of 5,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-23,2,12000,650,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-04,1,4500,600,Ground out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-15,3,20000,1450,1 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-23,1,7000,600,2 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-13,2,20000,800,1 out of 3,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-07-10,2,26000,1027,15 out of 19,Chennai,Semi-Furnished,Bachelors,2
2022-06-17,1,10500,150,3 out of 6,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-04,2,14000,800,1 out of 3,Bangalore,Furnished,Bachelors/Family,2
2022-05-12,1,12000,400,1 out of 3,Chennai,Furnished,Bachelors/Family,1
2022-07-10,2,17000,1200,4 out of 5,Hyderabad,Furnished,Bachelors/Family,2
2022-05-08,2,18000,750,4 out of 4,Delhi,Unfurnished,Bachelors,2
2022-06-29,2,7500,750,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-12,1,27000,400,6 out of 10,Mumbai,Unfurnished,Bachelors,2
2022-07-08,3,28000,917,3 out of 7,Chennai,Semi-Furnished,Family,2
2022-05-27,3,150000,1400,16 out of 21,Mumbai,Furnished,Bachelors,3
2022-04-28,2,20000,1150,2 out of 4,Bangalore,Unfurnished,Bachelors/Family,2
